CustomerID,Age,Gender,MaritalStatus,Occupation,GeographicLocation,LoginFrequency,ContentType,AvgWatchTime,SubscriptionStartDate,PaymentMethod,PaymentFrequency,LatePaymentCount,ServiceRating,SupportRequests,SupportSatisfaction,SurveyFeedback,Churned
1828,18,Female,Single,Student,Cần Thơ,4,Courses,13.5,2023-02-03,Bank Transfer,Monthly,2,3,3,4,Neutral,Yes
1829,26,Female,Married,Professional,Hà Nội,2,Tutorials,3.0,2021-12-03,Bank Transfer,Monthly,0,5,1,3,Positive,Yes
1830,31,Female,Single,Professional,TP.HCM,2,Courses,2.7,2022-10-13,Bank Transfer,Monthly,0,3,2,3,Neutral,No
1831,21,Female,Single,Student,TP.HCM,1,Exams,2.0,2021-09-22,Cash,Monthly,1,4,1,5,Positive,No
1832,22,Female,Single,Professional,TP.HCM,4,Tutorials,7.4,2022-10-29,Bank Transfer,Monthly,0,2,0,5,Positive,No
1833,21,Male,Single,Student,TP.HCM,1,Tutorials,4.6,2023-06-13,Cash,Yearly,1,1,4,1,Negative,Yes
1834,23,Female,Single,Student,Đà Nẵng,1,Tutorials,2.1,2023-09-02,Credit Card,Monthly,0,5,2,3,Positive,No
1835,24,Male,Single,Student,TP.HCM,2,Webinars,4.9,2022-12-18,Credit Card,Monthly,4,3,2,1,Neutral,Yes
1836,34,Female,Single,Professional,Đà Nẵng,6,Courses,17.6,2022-06-03,Bank Transfer,Monthly,2,3,5,3,Neutral,No
1837,30,Female,Married,Professional,Hà Nội,3,Courses,9.7,2023-01-13,Bank Transfer,Monthly,2,1,5,2,Negative,No
1838,46,Male,Married,Professional,Hà Nội,7,Courses,15.2,2023-08-10,Bank Transfer,Monthly,1,5,3,3,Positive,No
1839,48,Female,Widowed,Self-Employed,TP.HCM,4,Courses,8.1,2021-12-08,PayPal,Monthly,0,5,2,3,Positive,No
1840,24,Female,Single,Student,Hà Nội,3,Courses,11.1,2022-04-17,PayPal,Monthly,0,1,0,1,Negative,No
1841,27,Female,Married,Professional,TP.HCM,2,Webinars,3.5,2022-03-13,PayPal,Quarterly,1,4,2,1,Neutral,Yes
1842,28,Male,Married,Professional,Hải Phòng,4,Courses,12.9,2022-06-06,Bank Transfer,Monthly,0,5,0,3,Positive,No
1843,22,Female,Single,Professional,Hải Phòng,3,Courses,10.9,2023-08-13,Bank Transfer,Monthly,0,5,3,5,Positive,Yes
1844,27,Male,Single,Professional,TP.HCM,3,Webinars,14.6,2023-06-29,Credit Card,Monthly,1,5,3,2,Positive,No
1845,35,Male,Married,Professional,Hà Nội,1,Tutorials,2.1,2023-02-27,Bank Transfer,Monthly,1,3,1,4,Positive,No
1846,28,Female,Married,Self-Employed,Vũng Tàu,1,Webinars,3.1,2021-11-07,Bank Transfer,Monthly,0,1,3,2,Negative,Yes
1847,18,Female,Single,Student,TP.HCM,6,Courses,21.2,2023-03-12,Debit Card,Monthly,2,1,3,2,Neutral,No
1848,33,Female,Married,Professional,TP.HCM,1,Webinars,3.7,2021-12-06,Credit Card,Monthly,1,5,2,3,Positive,Yes
1849,32,Female,Married,Student,Vũng Tàu,2,Courses,2.4,2021-10-14,Bank Transfer,Monthly,0,5,1,2,Positive,No
1850,23,Female,Single,Student,TP.HCM,5,Courses,13.1,2022-09-26,PayPal,Monthly,0,3,1,3,Positive,Yes
1851,25,Male,Married,Student,Hải Phòng,3,Courses,12.7,2022-07-25,Bank Transfer,Monthly,1,1,1,1,Neutral,Yes
1852,29,Male,Married,Professional,Hải Phòng,7,Webinars,24.9,2022-02-06,Debit Card,Monthly,0,4,1,1,Positive,No
1853,33,Female,Married,Professional,TP.HCM,3,Courses,12.7,2021-11-26,Credit Card,Monthly,5,1,5,1,Negative,Yes
1854,21,Female,Single,Student,Hải Phòng,4,Webinars,10.7,2021-09-19,Credit Card,Monthly,2,5,1,5,Positive,Yes
1855,26,Male,Married,Professional,Vũng Tàu,4,Courses,9.9,2022-07-10,Credit Card,Monthly,0,5,0,2,Positive,No
1856,20,Female,Single,Other,Hà Nội,1,Webinars,3.8,2021-10-27,Bank Transfer,Yearly,0,5,1,3,Positive,Yes
1857,26,Female,Married,Other,TP.HCM,2,Tutorials,4.1,2022-10-17,Bank Transfer,Monthly,0,2,5,1,Neutral,Yes
1858,26,Female,Divorced,Professional,TP.HCM,5,Courses,10.2,2023-04-01,Credit Card,Monthly,1,4,3,3,Positive,No
1859,37,Female,Married,Professional,TP.HCM,2,Courses,3.8,2023-06-04,Debit Card,Monthly,1,2,4,2,Negative,Yes
1860,27,Male,Single,Professional,Cần Thơ,3,Courses,13.6,2023-07-01,Bank Transfer,Monthly,2,5,2,4,Positive,No
1861,30,Male,Married,Professional,Đà Nẵng,2,Exams,4.0,2023-06-08,Debit Card,Yearly,2,5,2,4,Positive,No
1862,36,Female,Married,Professional,Hà Nội,5,Courses,12.4,2022-12-22,Bank Transfer,Quarterly,2,3,2,5,Positive,Yes
1863,27,Female,Single,Professional,TP.HCM,6,Webinars,22.4,2022-10-26,Cash,Monthly,2,4,2,5,Positive,No
1864,29,Male,Single,Student,TP.HCM,4,Courses,6.3,2023-03-06,Bank Transfer,Quarterly,3,5,3,5,Positive,Yes
1865,25,Male,Single,Student,Hải Phòng,4,Webinars,12.1,2023-03-11,Bank Transfer,Monthly,1,5,3,3,Positive,No
1866,21,Female,Single,Student,Hà Nội,3,Webinars,14.1,2022-07-25,Bank Transfer,Yearly,0,5,0,5,Positive,No
1867,34,Female,Married,Professional,Hà Nội,4,Tutorials,11.4,2022-04-28,Credit Card,Monthly,1,5,1,5,Positive,Yes
1868,33,Female,Single,Other,Đà Nẵng,3,Webinars,10.2,2022-09-10,Bank Transfer,Monthly,0,5,0,3,Positive,No
1869,25,Male,Single,Student,Cần Thơ,4,Webinars,11.7,2022-06-05,Bank Transfer,Monthly,0,2,1,2,Neutral,No
1870,25,Female,Married,Professional,TP.HCM,4,Tutorials,8.7,2022-01-23,Credit Card,Monthly,1,5,0,5,Positive,No
1871,31,Female,Married,Professional,TP.HCM,3,Courses,6.6,2021-09-21,Credit Card,Monthly,2,2,2,5,Positive,No
1872,27,Male,Single,Professional,TP.HCM,4,Courses,7.7,2023-05-22,Bank Transfer,Yearly,2,5,2,4,Positive,No
1873,29,Female,Single,Self-Employed,TP.HCM,4,Webinars,13.8,2023-03-01,Bank Transfer,Monthly,0,1,3,1,Neutral,No
1874,22,Female,Single,Professional,TP.HCM,6,Webinars,23.0,2023-07-17,Bank Transfer,Monthly,0,5,2,4,Positive,No
1875,19,Male,Single,Student,Hà Nội,0,Courses,4.5,2021-10-08,PayPal,Monthly,3,5,1,5,Positive,No
1876,24,Male,Single,Self-Employed,TP.HCM,2,Courses,3.5,2022-08-04,Bank Transfer,Yearly,0,5,1,4,Positive,Yes
1877,20,Female,Married,Student,Hà Nội,3,Webinars,9.6,2021-12-29,Bank Transfer,Yearly,0,1,3,2,Negative,No
1878,22,Male,Single,Student,TP.HCM,1,Webinars,4.1,2023-08-11,Cash,Monthly,1,1,4,1,Negative,Yes
1879,26,Female,Single,Self-Employed,Nha Trang,3,Exams,5.5,2022-03-24,Bank Transfer,Monthly,1,5,0,4,Positive,No
1880,23,Male,Single,Professional,TP.HCM,2,Courses,1.6,2022-07-21,PayPal,Quarterly,0,4,1,5,Positive,No
1881,18,Female,Single,Student,Nha Trang,4,Exams,14.6,2022-11-16,Bank Transfer,Monthly,1,5,1,5,Positive,No
1882,52,Male,Married,Other,TP.HCM,2,Courses,3.5,2022-04-27,Debit Card,Monthly,0,1,4,1,Negative,Yes
1883,20,Female,Single,Student,TP.HCM,2,Courses,2.1,2023-02-13,Credit Card,Monthly,1,4,1,5,Positive,Yes
1884,32,Male,Married,Professional,Đà Nẵng,4,Courses,8.0,2023-06-30,Bank Transfer,Monthly,1,1,3,1,Negative,Yes
1885,30,Female,Married,Professional,Hải Phòng,4,Tutorials,7.9,2021-12-05,Bank Transfer,Monthly,1,4,0,4,Positive,No
1886,19,Female,Single,Other,Đà Nẵng,2,Webinars,4.1,2022-09-13,Bank Transfer,Monthly,1,5,0,5,Positive,Yes
1887,30,Male,Married,Other,Đà Nẵng,2,Courses,1.3,2023-02-20,Bank Transfer,Quarterly,0,1,3,2,Negative,Yes
1888,23,Female,Single,Student,Hải Phòng,5,Tutorials,5.6,2022-05-05,Credit Card,Quarterly,0,4,1,3,Positive,No
1889,27,Female,Married,Professional,Hải Phòng,2,Courses,1.1,2023-07-25,Credit Card,Monthly,1,2,4,2,Negative,Yes
1890,41,Male,Divorced,Professional,Hà Nội,2,Exams,4.6,2023-05-25,Credit Card,Monthly,1,5,1,3,Positive,Yes
1891,19,Female,Single,Professional,TP.HCM,4,Webinars,6.0,2022-01-25,Debit Card,Monthly,4,4,1,3,Positive,No
1892,39,Female,Single,Professional,Nha Trang,4,Webinars,7.7,2022-02-18,Bank Transfer,Quarterly,0,5,2,4,Positive,No
1893,24,Female,Single,Student,TP.HCM,2,Courses,4.2,2023-06-04,Bank Transfer,Monthly,0,5,3,5,Positive,No
1894,25,Female,Divorced,Professional,TP.HCM,4,Courses,10.3,2022-01-21,PayPal,Monthly,0,3,1,5,Positive,No
1895,41,Female,Divorced,Professional,TP.HCM,6,Webinars,22.5,2021-12-22,Bank Transfer,Monthly,2,1,4,1,Negative,No
1896,40,Male,Married,Self-Employed,Nha Trang,1,Tutorials,2.1,2022-12-28,Credit Card,Yearly,0,5,0,3,Positive,Yes
1897,21,Female,Single,Student,TP.HCM,4,Webinars,14.1,2022-03-04,Bank Transfer,Monthly,0,1,1,2,Negative,No
1898,25,Male,Single,Student,Hải Phòng,6,Webinars,19.0,2022-04-05,Bank Transfer,Monthly,0,3,1,4,Positive,No
1899,30,Female,Married,Professional,Hà Nội,0,Webinars,3.0,2022-07-05,Cash,Monthly,0,2,4,1,Negative,Yes
1900,19,Female,Single,Student,Hà Nội,0,Courses,2.0,2023-06-08,Credit Card,Monthly,2,2,3,3,Neutral,Yes
1901,19,Female,Single,Student,Hà Nội,5,Courses,11.3,2023-09-03,Bank Transfer,Monthly,0,4,3,3,Positive,No
1902,32,Male,Married,Professional,Nha Trang,4,Courses,12.2,2023-09-02,Credit Card,Monthly,0,5,3,3,Positive,No
1903,22,Female,Single,Professional,Nha Trang,3,Exams,6.8,2021-11-07,Debit Card,Monthly,2,1,2,1,Negative,No
1904,27,Female,Divorced,Professional,Đà Nẵng,4,Courses,12.5,2022-06-25,Bank Transfer,Quarterly,2,4,2,4,Positive,No
1905,45,Male,Married,Professional,Hà Nội,4,Tutorials,8.6,2022-03-07,PayPal,Monthly,2,2,5,1,Negative,No
1906,21,Male,Single,Professional,TP.HCM,4,Tutorials,7.2,2022-06-26,Bank Transfer,Monthly,0,4,0,3,Positive,No
1907,23,Female,Single,Student,Hà Nội,1,Tutorials,3.2,2023-02-05,PayPal,Monthly,0,4,0,3,Positive,No
1908,26,Female,Single,Professional,Hải Phòng,4,Webinars,12.5,2021-10-07,Bank Transfer,Monthly,2,2,5,1,Negative,No
1909,42,Male,Divorced,Self-Employed,Cần Thơ,0,Courses,1.5,2023-08-04,Credit Card,Monthly,1,3,5,2,Neutral,Yes
1910,34,Female,Married,Professional,TP.HCM,4,Webinars,8.2,2021-12-30,Credit Card,Monthly,1,4,5,3,Neutral,Yes
1911,22,Male,Single,Professional,Đà Nẵng,6,Webinars,23.3,2022-11-01,Credit Card,Monthly,2,2,3,1,Neutral,Yes
1912,26,Female,Married,Professional,Hải Phòng,4,Webinars,9.2,2022-06-19,Bank Transfer,Monthly,2,2,2,5,Positive,No
1913,20,Female,Single,Student,TP.HCM,6,Webinars,24.5,2022-12-03,Bank Transfer,Quarterly,0,5,1,4,Positive,No
1914,21,Male,Single,Student,TP.HCM,4,Webinars,14.9,2022-04-28,Bank Transfer,Monthly,1,5,1,2,Positive,No
1915,27,Female,Married,Self-Employed,TP.HCM,2,Tutorials,3.8,2022-07-24,Bank Transfer,Quarterly,1,5,2,3,Positive,No
1916,21,Male,Single,Student,TP.HCM,1,Tutorials,5.0,2023-05-20,Bank Transfer,Quarterly,0,5,2,2,Positive,Yes
1917,21,Male,Single,Other,TP.HCM,1,Webinars,1.3,2021-10-26,Bank Transfer,Monthly,1,5,0,3,Positive,No
1918,30,Male,Married,Professional,TP.HCM,3,Courses,5.2,2023-01-21,PayPal,Monthly,4,5,0,5,Positive,No
1919,31,Female,Married,Professional,Vũng Tàu,4,Tutorials,12.3,2022-04-26,Bank Transfer,Monthly,1,2,4,1,Negative,Yes
1920,24,Male,Single,Student,TP.HCM,0,Courses,2.7,2023-02-12,Credit Card,Yearly,0,5,0,3,Positive,No
1921,28,Female,Married,Student,TP.HCM,1,Webinars,2.6,2022-05-02,Bank Transfer,Monthly,0,2,4,1,Negative,Yes
1922,40,Male,Married,Professional,TP.HCM,0,Courses,3.7,2022-09-12,Credit Card,Quarterly,1,5,0,1,Positive,Yes
1923,30,Male,Married,Professional,Cần Thơ,0,Exams,2.2,2021-10-23,Bank Transfer,Monthly,2,2,3,1,Negative,No
1924,21,Male,Single,Professional,TP.HCM,6,Tutorials,19.7,2022-05-30,Bank Transfer,Quarterly,0,5,1,3,Positive,No
1925,30,Female,Married,Professional,Đà Nẵng,2,Webinars,1.8,2022-07-31,Debit Card,Monthly,1,4,2,4,Positive,No
1926,27,Male,Married,Professional,TP.HCM,5,Courses,14.8,2023-06-04,Credit Card,Yearly,1,4,3,3,Neutral,No
1927,19,Male,Single,Student,TP.HCM,3,Courses,10.0,2021-11-01,PayPal,Monthly,0,2,2,3,Neutral,No
1928,19,Female,Single,Student,TP.HCM,2,Tutorials,2.2,2022-05-13,Credit Card,Quarterly,0,2,0,3,Neutral,No
1929,35,Male,Married,Professional,Hà Nội,0,Exams,3.2,2022-09-14,Credit Card,Quarterly,0,5,0,5,Positive,No
1930,24,Female,Single,Student,TP.HCM,2,Courses,4.8,2023-07-15,Credit Card,Yearly,1,5,3,5,Positive,Yes
1931,18,Female,Single,Self-Employed,Hà Nội,5,Courses,5.6,2022-03-02,Debit Card,Monthly,0,5,0,4,Positive,No
1932,29,Male,Single,Self-Employed,TP.HCM,5,Tutorials,14.3,2023-03-06,Bank Transfer,Monthly,3,4,1,4,Positive,No
1933,21,Male,Single,Student,Hà Nội,2,Courses,1.8,2022-04-14,Credit Card,Yearly,0,2,1,4,Positive,No
1934,24,Female,Single,Professional,TP.HCM,3,Courses,11.5,2023-06-06,Bank Transfer,Monthly,2,5,3,3,Positive,No
1935,24,Male,Single,Professional,TP.HCM,2,Courses,1.7,2022-01-24,Debit Card,Quarterly,0,5,1,5,Positive,No
1936,23,Female,Single,Student,Nha Trang,4,Courses,5.1,2021-09-18,Debit Card,Monthly,0,5,0,5,Positive,No
1937,23,Male,Single,Professional,Đà Nẵng,1,Tutorials,4.9,2021-11-04,Bank Transfer,Yearly,2,5,0,5,Positive,No
1938,33,Female,Married,Self-Employed,TP.HCM,0,Tutorials,1.6,2022-06-26,Bank Transfer,Quarterly,0,5,0,4,Positive,Yes
1939,21,Male,Single,Student,TP.HCM,2,Courses,3.6,2022-09-18,PayPal,Monthly,1,1,2,1,Neutral,No
1940,19,Male,Single,Student,Hà Nội,0,Courses,3.4,2023-04-05,Bank Transfer,Quarterly,0,5,2,4,Positive,Yes
1941,25,Female,Divorced,Professional,Vũng Tàu,2,Tutorials,2.5,2022-03-22,Credit Card,Monthly,1,4,1,4,Positive,Yes
1942,29,Female,Married,Professional,TP.HCM,3,Courses,9.1,2022-02-18,Bank Transfer,Quarterly,0,4,0,5,Positive,No
1943,34,Male,Married,Self-Employed,Cần Thơ,3,Courses,9.9,2022-11-12,Bank Transfer,Monthly,0,4,0,5,Positive,No
1944,34,Male,Married,Professional,Nha Trang,3,Tutorials,7.1,2022-08-19,Bank Transfer,Quarterly,1,1,3,1,Negative,No
1945,22,Male,Single,Student,TP.HCM,1,Courses,3.4,2023-06-19,Credit Card,Monthly,1,5,1,5,Positive,No
1946,35,Male,Single,Professional,Hải Phòng,3,Webinars,5.9,2022-10-21,Bank Transfer,Monthly,3,2,3,1,Negative,No
1947,29,Male,Married,Professional,Hải Phòng,7,Courses,17.9,2021-11-11,Bank Transfer,Monthly,3,5,1,5,Positive,No
1948,28,Male,Married,Professional,Nha Trang,5,Webinars,5.9,2022-03-03,Bank Transfer,Monthly,2,4,1,5,Positive,No
1949,18,Female,Single,Student,Vũng Tàu,3,Tutorials,11.6,2022-09-16,Bank Transfer,Monthly,0,2,0,4,Positive,Yes
1950,31,Male,Divorced,Self-Employed,Hải Phòng,1,Webinars,3.2,2023-02-08,Bank Transfer,Monthly,0,4,0,3,Positive,No
1951,28,Female,Married,Professional,Đà Nẵng,5,Exams,7.6,2022-07-13,Bank Transfer,Monthly,0,4,0,3,Positive,No
1952,30,Female,Single,Professional,TP.HCM,3,Courses,6.4,2023-04-03,PayPal,Monthly,1,3,5,3,Neutral,No
1953,32,Female,Single,Professional,Hà Nội,3,Webinars,13.2,2023-01-31,Bank Transfer,Monthly,4,5,1,5,Positive,Yes
1954,45,Female,Married,Self-Employed,TP.HCM,2,Courses,2.2,2023-08-10,PayPal,Monthly,0,5,3,5,Positive,Yes
1955,35,Female,Married,Self-Employed,TP.HCM,3,Webinars,13.4,2023-04-20,Bank Transfer,Monthly,0,5,3,3,Positive,No
1956,29,Male,Single,Professional,Hải Phòng,7,Webinars,24.0,2023-05-26,Bank Transfer,Monthly,2,5,3,4,Positive,No
1957,42,Female,Married,Professional,TP.HCM,6,Webinars,22.5,2023-04-07,Bank Transfer,Monthly,2,5,5,5,Positive,No
1958,32,Female,Married,Professional,Hà Nội,3,Webinars,10.9,2023-06-05,Debit Card,Quarterly,1,5,3,4,Positive,Yes
1959,25,Female,Single,Professional,Hà Nội,3,Courses,14.5,2021-11-29,Bank Transfer,Yearly,0,5,1,2,Positive,No
1960,28,Male,Married,Professional,TP.HCM,1,Tutorials,1.1,2022-12-06,Debit Card,Monthly,1,4,1,4,Positive,No
1961,51,Female,Divorced,Self-Employed,Nha Trang,0,Webinars,1.4,2022-06-15,Credit Card,Monthly,1,2,5,2,Negative,Yes
1962,33,Female,Married,Professional,Hải Phòng,2,Courses,4.4,2021-10-10,Debit Card,Monthly,0,5,1,5,Positive,Yes
1963,29,Female,Married,Professional,Nha Trang,2,Courses,4.8,2023-06-03,PayPal,Monthly,0,4,1,3,Positive,Yes
1964,32,Male,Married,Self-Employed,Hà Nội,1,Tutorials,2.3,2022-10-09,PayPal,Monthly,0,1,2,2,Negative,Yes
1965,18,Male,Single,Professional,Hải Phòng,2,Courses,3.9,2022-09-13,Credit Card,Quarterly,0,2,1,4,Positive,No
1966,19,Male,Single,Professional,Hải Phòng,7,Webinars,15.4,2023-09-06,Bank Transfer,Monthly,3,4,2,5,Positive,No
1967,32,Male,Single,Professional,TP.HCM,3,Exams,12.3,2022-10-14,Credit Card,Monthly,0,4,0,5,Positive,Yes
1968,26,Female,Married,Self-Employed,Nha Trang,5,Courses,12.3,2022-02-20,Bank Transfer,Monthly,1,5,2,4,Positive,No
1969,20,Male,Single,Student,TP.HCM,4,Webinars,12.8,2022-02-26,Debit Card,Yearly,0,1,1,2,Negative,No
1970,22,Female,Single,Student,Hà Nội,4,Courses,10.2,2023-01-01,Debit Card,Yearly,0,1,1,1,Negative,No
1971,20,Female,Married,Student,Hải Phòng,5,Webinars,6.7,2022-02-17,Bank Transfer,Quarterly,1,1,1,2,Neutral,Yes
1972,35,Male,Single,Professional,Hà Nội,4,Tutorials,7.8,2023-01-11,Bank Transfer,Monthly,0,5,0,5,Positive,No
1973,26,Female,Married,Self-Employed,Hà Nội,3,Webinars,9.0,2022-04-02,Bank Transfer,Yearly,0,5,0,4,Positive,No
1974,21,Female,Single,Professional,Nha Trang,4,Webinars,5.9,2022-12-04,Bank Transfer,Monthly,0,4,2,4,Neutral,No
1975,27,Female,Single,Professional,TP.HCM,7,Webinars,19.0,2022-01-26,Credit Card,Monthly,2,1,4,1,Neutral,Yes
1976,42,Female,Divorced,Professional,Hà Nội,1,Webinars,3.7,2022-06-15,Cash,Monthly,0,4,2,5,Positive,No
1977,19,Male,Single,Student,Hải Phòng,2,Exams,1.8,2022-07-26,Debit Card,Monthly,0,5,1,5,Positive,No
1978,32,Male,Married,Professional,Hải Phòng,2,Tutorials,1.1,2022-04-01,Bank Transfer,Monthly,0,4,0,3,Positive,Yes
1979,27,Female,Married,Professional,Nha Trang,2,Webinars,4.5,2021-12-01,Bank Transfer,Quarterly,0,5,2,3,Positive,No
1980,22,Male,Single,Student,Hà Nội,2,Webinars,3.0,2022-09-27,Bank Transfer,Quarterly,1,4,0,4,Positive,No
1981,30,Female,Married,Self-Employed,TP.HCM,2,Exams,2.9,2021-09-29,Credit Card,Monthly,0,1,4,1,Neutral,Yes
1982,18,Female,Single,Student,Hải Phòng,4,Courses,14.8,2023-03-04,Bank Transfer,Monthly,2,3,2,4,Positive,No
1983,20,Male,Single,Student,TP.HCM,4,Courses,10.9,2021-10-19,Debit Card,Monthly,1,5,0,5,Positive,No
1984,25,Female,Married,Student,Hà Nội,6,Courses,20.7,2022-03-16,Bank Transfer,Monthly,0,4,1,3,Positive,No
1985,19,Female,Single,Professional,Cần Thơ,6,Courses,16.2,2022-10-06,Credit Card,Monthly,0,4,1,3,Positive,No
1986,19,Female,Single,Professional,TP.HCM,5,Courses,6.8,2021-12-20,Bank Transfer,Quarterly,0,5,0,4,Positive,No
1987,30,Female,Single,Professional,TP.HCM,5,Webinars,11.8,2021-11-02,Credit Card,Monthly,0,1,3,2,Negative,Yes
1988,45,Male,Married,Self-Employed,Hà Nội,5,Webinars,9.2,2023-02-28,PayPal,Monthly,0,5,1,5,Positive,No
1989,19,Female,Single,Student,TP.HCM,3,Exams,9.1,2022-12-30,PayPal,Monthly,2,2,0,1,Negative,Yes
1990,20,Female,Single,Professional,Hà Nội,4,Courses,13.1,2023-06-27,Cash,Yearly,0,4,5,3,Neutral,No
1991,30,Female,Married,Professional,Cần Thơ,4,Webinars,5.0,2023-03-04,Bank Transfer,Quarterly,0,1,4,1,Neutral,No
1992,19,Female,Single,Professional,TP.HCM,3,Webinars,13.0,2022-12-07,Bank Transfer,Monthly,2,4,0,4,Positive,No
1993,30,Female,Married,Professional,TP.HCM,6,Tutorials,23.2,2022-11-22,Debit Card,Monthly,2,3,1,3,Positive,No
1994,22,Male,Single,Student,Nha Trang,5,Courses,12.2,2022-12-30,Debit Card,Monthly,1,3,0,3,Neutral,Yes
1995,21,Female,Divorced,Self-Employed,Hà Nội,1,Tutorials,2.4,2022-02-21,Bank Transfer,Monthly,1,3,2,2,Neutral,No
1996,28,Male,Married,Professional,TP.HCM,2,Webinars,1.6,2023-06-12,PayPal,Quarterly,0,4,2,1,Positive,No
1997,24,Male,Single,Professional,Hà Nội,2,Courses,3.6,2022-05-28,Bank Transfer,Monthly,0,5,1,5,Positive,No
1998,24,Male,Single,Student,TP.HCM,3,Tutorials,9.7,2023-09-04,Bank Transfer,Monthly,1,4,2,1,Positive,No
1999,33,Male,Married,Other,Hải Phòng,7,Courses,23.1,2023-04-17,Debit Card,Yearly,0,1,4,1,Neutral,No
2000,19,Female,Single,Professional,Hà Nội,5,Exams,11.2,2021-12-19,Bank Transfer,Quarterly,1,4,1,4,Positive,No
2001,27,Male,Single,Professional,Hà Nội,5,Courses,6.5,2022-08-20,Credit Card,Monthly,2,2,0,1,Negative,Yes
2002,21,Male,Single,Student,Hà Nội,5,Webinars,7.0,2022-09-01,Bank Transfer,Monthly,0,3,2,1,Neutral,No
2003,18,Male,Single,Student,TP.HCM,3,Courses,14.4,2023-05-31,Credit Card,Monthly,0,3,2,3,Positive,No
2004,20,Female,Single,Other,Đà Nẵng,5,Courses,5.8,2021-10-13,PayPal,Monthly,1,5,0,3,Positive,No
2005,51,Male,Married,Self-Employed,Nha Trang,3,Courses,14.1,2022-05-18,Bank Transfer,Monthly,0,2,4,2,Neutral,No
2006,21,Female,Single,Student,Nha Trang,2,Webinars,2.9,2022-10-01,PayPal,Yearly,1,5,0,5,Positive,No
2007,29,Female,Single,Professional,Cần Thơ,3,Courses,9.5,2022-10-11,Bank Transfer,Yearly,0,5,2,3,Positive,No
2008,23,Male,Single,Professional,TP.HCM,5,Webinars,7.2,2023-03-13,Debit Card,Monthly,1,4,2,5,Positive,No
2009,22,Female,Single,Student,TP.HCM,5,Courses,9.3,2023-09-12,Credit Card,Monthly,0,5,1,3,Positive,No
2010,28,Male,Married,Self-Employed,Hà Nội,6,Courses,15.9,2022-10-18,PayPal,Monthly,2,4,2,1,Neutral,No
2011,29,Male,Married,Self-Employed,TP.HCM,2,Webinars,3.6,2023-09-08,Bank Transfer,Quarterly,2,3,3,3,Positive,Yes
2012,23,Male,Single,Student,TP.HCM,1,Tutorials,2.3,2022-08-17,Bank Transfer,Monthly,1,5,1,5,Positive,Yes
2013,26,Male,Single,Professional,Vũng Tàu,1,Tutorials,4.5,2023-07-19,PayPal,Monthly,1,5,3,4,Positive,No
2014,21,Male,Single,Student,TP.HCM,5,Tutorials,7.8,2022-08-14,Bank Transfer,Monthly,1,5,1,4,Positive,No
2015,18,Male,Single,Student,TP.HCM,5,Webinars,12.1,2022-10-06,Credit Card,Monthly,0,1,2,1,Negative,No
2016,27,Male,Married,Professional,TP.HCM,1,Webinars,1.0,2023-02-25,Credit Card,Quarterly,0,5,0,5,Positive,No
2017,34,Female,Single,Professional,TP.HCM,5,Tutorials,9.8,2022-10-06,PayPal,Quarterly,3,5,1,5,Positive,Yes
2018,19,Female,Single,Student,TP.HCM,1,Courses,1.8,2022-08-23,Bank Transfer,Monthly,0,2,2,1,Neutral,No
2019,24,Female,Single,Student,TP.HCM,1,Exams,2.5,2022-07-01,Bank Transfer,Quarterly,2,1,1,1,Negative,Yes
2020,32,Female,Single,Professional,Hải Phòng,2,Tutorials,2.2,2023-03-26,Bank Transfer,Monthly,1,5,3,5,Positive,Yes
2021,31,Male,Single,Professional,TP.HCM,6,Courses,20.8,2021-11-11,Bank Transfer,Monthly,3,5,0,3,Positive,No
2022,19,Male,Single,Student,Vũng Tàu,1,Courses,2.0,2023-02-23,Bank Transfer,Yearly,0,5,1,3,Positive,No
2023,38,Female,Divorced,Self-Employed,Nha Trang,1,Exams,3.6,2021-12-24,Debit Card,Yearly,0,5,1,3,Positive,No
2024,32,Female,Married,Professional,Hải Phòng,3,Exams,14.3,2021-11-07,Bank Transfer,Monthly,0,5,1,4,Positive,Yes
2025,18,Male,Divorced,Student,TP.HCM,3,Webinars,7.5,2023-08-25,Bank Transfer,Monthly,1,4,2,5,Positive,No
2026,19,Female,Single,Student,TP.HCM,5,Courses,10.4,2023-08-20,Credit Card,Monthly,0,5,3,4,Positive,No
2027,29,Female,Married,Self-Employed,Hà Nội,6,Webinars,21.8,2023-03-12,Credit Card,Quarterly,3,5,3,4,Positive,No
2028,21,Female,Single,Professional,TP.HCM,4,Webinars,9.3,2023-03-09,PayPal,Monthly,0,5,2,5,Positive,No
2029,24,Female,Single,Student,TP.HCM,2,Courses,2.3,2023-01-03,Credit Card,Monthly,0,5,0,5,Positive,No
2030,21,Male,Single,Student,TP.HCM,7,Courses,19.5,2022-05-11,Credit Card,Monthly,0,4,1,4,Positive,No
2031,19,Female,Single,Student,TP.HCM,1,Webinars,3.2,2022-05-19,Debit Card,Monthly,0,5,1,4,Positive,No
2032,19,Female,Married,Student,Vũng Tàu,4,Courses,8.9,2023-09-11,PayPal,Monthly,2,1,3,2,Neutral,Yes
2033,27,Male,Married,Professional,Hà Nội,4,Courses,9.1,2023-03-25,Bank Transfer,Monthly,0,5,2,5,Positive,No
2034,29,Female,Single,Professional,TP.HCM,7,Exams,17.9,2023-01-11,Credit Card,Quarterly,2,5,1,4,Positive,Yes
